,plant,df_fraction,best_threshold,roc_auc,pr_auc,f1,average_precision,norm_fraction,total_scored,total_plant
malus domestica,malus domestica,210,154.24426,0.6814381270903009,0.5619047619047619,0.22033898305084745,0.12380952380952381,0.1,2190,3445
malus domestica,malus domestica,260,154.24426,0.7213479573994596,0.551923076923077,0.18815331010452963,0.10384615384615385,0.12,2190,3445
malus domestica,malus domestica,310,154.24426,0.7183089949687078,0.5467741935483871,0.1710914454277286,0.0935483870967742,0.14,2190,3445
malus domestica,malus domestica,360,154.24426,0.67134649244741,0.5458333333333333,0.16793893129770993,0.09166666666666666,0.16,2190,3445
malus domestica,malus domestica,410,154.24426,0.6257427843803056,0.5463414634146342,0.16964285714285712,0.09268292682926829,0.19,2190,3445
malus domestica,malus domestica,460,117.42,0.5955049913557525,0.5467391304347826,0.1709741550695825,0.09347826086956522,0.21,2190,3445
malus domestica,malus domestica,510,117.42,0.6239758095981272,0.5431372549019607,0.1588447653429603,0.08627450980392157,0.23,2190,3445
malus domestica,malus domestica,560,117.42,0.6068929036458334,0.5428571428571428,0.15789473684210528,0.08571428571428572,0.26,2190,3445
malus domestica,malus domestica,610,100.89109407,0.5930865729252826,0.5426229508196722,0.15709969788519637,0.08524590163934426,0.28,2190,3445
malus domestica,malus domestica,660,100.89109407,0.5815988647114475,0.5424242424242425,0.1564245810055866,0.08484848484848485,0.3,2190,3445
malus domestica,malus domestica,710,100.89109407,0.5615701331177853,0.5429577464788733,0.15823605706874186,0.08591549295774648,0.32,2190,3445
malus domestica,malus domestica,760,100.89109407,0.5739564118330259,0.5414473684210527,0.1530984204131227,0.08289473684210526,0.35,2190,3445
malus domestica,malus domestica,810,100.89109407,0.5662200437918081,0.5413580246913581,0.15279361459521093,0.08271604938271605,0.37,2190,3445
malus domestica,malus domestica,860,38.631188310000006,0.5935706084959815,0.538953488372093,0.14455231930960089,0.07790697674418605,0.39,2190,3445
malus domestica,malus domestica,910,28.94000732,0.5992865636147443,0.5379120879120879,0.14096016343207354,0.07582417582417582,0.42,2190,3445
malus domestica,malus domestica,960,28.94000732,0.6129935794542536,0.5364583333333334,0.13592233009708737,0.07291666666666667,0.44,2190,3445
malus domestica,malus domestica,1010,28.94000732,0.6075569070627622,0.5361386138613862,0.1348107109879963,0.07227722772277227,0.46,2190,3445
malus domestica,malus domestica,1060,28.94000732,0.5792655389101795,0.5372641509433962,0.13871817383669885,0.07452830188679245,0.48,2190,3445
malus domestica,malus domestica,1110,28.94000732,0.5846440869116607,0.5254022368139283,0.13703382480485687,0.073676225977221,0.51,2190,3445
malus domestica,malus domestica,1160,28.94000732,0.5824482209240573,0.5092402825772615,0.13667820069204153,0.07361782528245472,0.53,2190,3445
malus domestica,malus domestica,1210,28.94000732,0.5940392156862746,0.5040322361212896,0.13656006914433882,0.07345077601782049,0.55,2190,3445
malus domestica,malus domestica,1260,14.977753,0.5835692148264711,0.4846354936127282,0.13608957795004306,0.07335030971413664,0.58,2190,3445
malus domestica,malus domestica,1310,14.977753,0.587556004291033,0.4754931016630629,0.1358555460017197,0.07313644114800547,0.6,2190,3445
malus domestica,malus domestica,1360,14.977753,0.603806752742923,0.47532471369718954,0.1358555460017197,0.07279966521625872,0.62,2190,3445
malus domestica,malus domestica,1410,8.82187522,0.5801344210551111,0.4504464884941382,0.13515825491873396,0.07278480650050909,0.64,2190,3445
malus domestica,malus domestica,1460,8.82187522,0.5895029818094639,0.44641508873023755,0.13504273504273506,0.07242011044859571,0.67,2190,3445
malus domestica,malus domestica,1510,8.82187522,0.5917340425531914,0.43880065730947915,0.1348122866894198,0.07212556835030148,0.69,2190,3445
malus domestica,malus domestica,1560,8.82187522,0.5654784493571148,0.414980252404405,0.13401187446988974,0.07235832877310071,0.71,2190,3445
malus domestica,malus domestica,1610,8.82187522,0.5581048026011335,0.40264075897998675,0.13355874894336434,0.07232468052552414,0.74,2190,3445
malus domestica,malus domestica,1660,5.82,0.5470955422547793,0.3885088346179365,0.132996632996633,0.07247733212830737,0.76,2190,3445
malus domestica,malus domestica,1710,5.82,0.5324410538051783,0.3731906061438565,0.1323283082077052,0.0728661034058926,0.78,2190,3445
malus domestica,malus domestica,1760,5.82,0.528780769753842,0.36369135114470935,0.13188647746243742,0.0729095324244578,0.8,2190,3445
malus domestica,malus domestica,1810,5.82,0.5051564400221117,0.3449092207776342,0.13090306545153274,0.07406388102458854,0.83,2190,3445
malus domestica,malus domestica,1860,5.82,0.5038667497146965,0.33714870905394123,0.1304706853839802,0.07414172176943087,0.85,2190,3445
malus domestica,malus domestica,1910,5.82,0.4953912278987985,0.3265382949398162,0.12982744453574366,0.07470551422343061,0.87,2190,3445
malus domestica,malus domestica,1960,5.82,0.5021031026861931,0.32290143669408067,0.12961443806398687,0.07429815209665955,0.89,2190,3445
malus domestica,malus domestica,2010,5.82,0.4873176245543866,0.3105911972396084,0.12876935615321924,0.07537112822981865,0.92,2190,3445
malus domestica,malus domestica,2060,5.82,0.46537257795702347,0.2959153270086577,0.12762520193861066,0.07730426487867134,0.94,2190,3445
malus domestica,malus domestica,2110,5.82,0.44444541372973223,0.2822168429247341,0.1264,0.0796263321684352,0.96,2190,3445
malus domestica,malus domestica,2160,5.82,0.4246501399971814,0.26957922357381214,0.1250989707046714,0.08233262859640135,0.99,2190,3445
musa acuminata,musa acuminata,10,2832.44295403,0.5714285714285714,0.65,0.4615384615384615,0.3,0.0,2107,3328
musa acuminata,musa acuminata,60,443.5345274,0.6215213358070502,0.5916666666666667,0.30985915492957744,0.18333333333333332,0.03,2107,3328
musa acuminata,musa acuminata,110,257.6249158,0.6103723404255319,0.5727272727272728,0.25396825396825395,0.14545454545454545,0.05,2107,3328
musa acuminata,musa acuminata,160,225.06,0.702180172768408,0.553125,0.192090395480226,0.10625,0.08,2107,3328
musa acuminata,musa acuminata,210,154.24426,0.7413194444444444,0.5428571428571428,0.15789473684210528,0.08571428571428572,0.1,2107,3328
musa acuminata,musa acuminata,260,145.10924500000002,0.6871886830045826,0.5403846153846154,0.14946619217081852,0.08076923076923077,0.12,2107,3328
musa acuminata,musa acuminata,310,145.10924500000002,0.7138573232323233,0.535483870967742,0.1325301204819277,0.07096774193548387,0.15,2107,3328
musa acuminata,musa acuminata,360,145.10924500000002,0.6254031809587365,0.5375,0.13953488372093023,0.075,0.17,2107,3328
musa acuminata,musa acuminata,410,145.10924500000002,0.5694031084656084,0.5390243902439025,0.14479638009049772,0.07804878048780488,0.19,2107,3328
musa acuminata,musa acuminata,460,145.10924500000002,0.5394224011245288,0.5402173913043479,0.14889336016096577,0.08043478260869565,0.22,2107,3328
musa acuminata,musa acuminata,510,145.10924500000002,0.5086151088093223,0.542156862745098,0.15551537070524415,0.08431372549019608,0.24,2107,3328
musa acuminata,musa acuminata,560,145.10924500000002,0.4954630533854167,0.5428571428571428,0.15789473684210528,0.08571428571428572,0.27,2107,3328
musa acuminata,musa acuminata,610,145.10924500000002,0.5288842809851213,0.5401639344262295,0.14871016691957514,0.08032786885245902,0.29,2107,3328
musa acuminata,musa acuminata,660,145.10924500000002,0.5569344262295082,0.5378787878787878,0.14084507042253522,0.07575757575757576,0.31,2107,3328
musa acuminata,musa acuminata,710,145.10924500000002,0.5277823285277414,0.5394366197183098,0.14621409921671022,0.07887323943661972,0.34,2107,3328
musa acuminata,musa acuminata,760,20.639893,0.5411017781707437,0.5381578947368421,0.14180929095354525,0.07631578947368421,0.36,2107,3328
musa acuminata,musa acuminata,810,20.639893,0.5619512965763164,0.5364197530864198,0.13578826237054084,0.0728395061728395,0.38,2107,3328
musa acuminata,musa acuminata,860,20.639893,0.57934375,0.5348837209302325,0.13043478260869565,0.06976744186046512,0.41,2107,3328
musa acuminata,musa acuminata,910,20.639893,0.5845157486305539,0.5340659340659341,0.12757201646090535,0.06813186813186813,0.43,2107,3328
musa acuminata,musa acuminata,960,19.3305357,0.5891026088169643,0.5333333333333333,0.125,0.06666666666666667,0.46,2107,3328
musa acuminata,musa acuminata,1010,14.977753,0.6013105413105413,0.5321782178217822,0.12093023255813953,0.06435643564356436,0.48,2107,3328
musa acuminata,musa acuminata,1060,14.977753,0.6023733297259923,0.5173584281065515,0.11775362318840578,0.06269653352567234,0.5,2107,3328
musa acuminata,musa acuminata,1110,14.977753,0.6032939342048476,0.5041566995698897,0.11754068716094032,0.06265074348592858,0.53,2107,3328
musa acuminata,musa acuminata,1160,14.977753,0.612699868938401,0.4977812917139722,0.11743450767841011,0.0625139541401637,0.55,2107,3328
musa acuminata,musa acuminata,1210,14.977753,0.603908386645944,0.47985166959048653,0.11711711711711711,0.06242325041067942,0.57,2107,3328
musa acuminata,musa acuminata,1260,14.977753,0.5884006103786323,0.4581802318542916,0.11669658886894074,0.062436181626152686,0.6,2107,3328
musa acuminata,musa acuminata,1310,14.977753,0.605091583193773,0.45799847976414254,0.11669658886894074,0.06207267744585461,0.62,2107,3328
musa acuminata,musa acuminata,1360,14.977753,0.6123544941797672,0.45278648344583733,0.11659192825112107,0.0617928318868531,0.65,2107,3328
musa acuminata,musa acuminata,1410,14.977753,0.6191119268847065,0.4476973490848481,0.1164874551971326,0.06150189639241761,0.67,2107,3328
musa acuminata,musa acuminata,1460,14.977753,0.6329022264182074,0.4475273306257011,0.1164874551971326,0.06116185947412362,0.69,2107,3328
musa acuminata,musa acuminata,1510,14.977753,0.6144747173698297,0.428866934975368,0.11607142857142856,0.06100791114928142,0.72,2107,3328
musa acuminata,musa acuminata,1560,14.977753,0.5986219381823006,0.41195490545655145,0.11565836298932383,0.060933054354063224,0.74,2107,3328
musa acuminata,musa acuminata,1610,7.43,0.5717779148148936,0.38949842277977564,0.11504424778761062,0.06120047264761559,0.76,2107,3328
musa acuminata,musa acuminata,1660,7.43,0.548825862727208,0.3698641971527148,0.11443661971830986,0.061635994901554726,0.79,2107,3328
musa acuminata,musa acuminata,1710,7.43,0.5349201312386245,0.35524391378639464,0.11393514460999124,0.06198252381194065,0.81,2107,3328
musa acuminata,musa acuminata,1760,7.43,0.5279991704779841,0.3444822400312998,0.11353711790393013,0.062156379773303586,0.84,2107,3328
musa acuminata,musa acuminata,1810,7.43,0.5124415549486925,0.32996403591492035,0.11294526498696786,0.06281088155424817,0.86,2107,3328
musa acuminata,musa acuminata,1860,7.43,0.5170312994305599,0.325222496226923,0.11274934952298352,0.06254222252733402,0.88,2107,3328
musa acuminata,musa acuminata,1910,7.43,0.521160430538741,0.32063847937776235,0.11255411255411255,0.062276255945920705,0.91,2107,3328
musa acuminata,musa acuminata,1960,7.43,0.5033307901907357,0.3066465274634444,0.11187607573149742,0.06320626611300258,0.93,2107,3328
musa acuminata,musa acuminata,2010,7.43,0.4519011822541243,0.2793678733068059,0.11026293469041559,0.06700037779510774,0.95,2107,3328
musa acuminata,musa acuminata,2060,7.43,0.42753062781919027,0.26398130780099865,0.10915197313182198,0.0696600695463172,0.98,2107,3328
olea europaea var. sylvestris,olea europaea var. sylvestris,10,7473.117836399997,0.5625,0.6,0.33333333333333337,0.2,0.0,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,60,391.364345,0.6549865229110512,0.5583333333333333,0.208955223880597,0.11666666666666667,0.03,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,110,391.364345,0.5306122448979592,0.5545454545454546,0.19672131147540983,0.10909090909090909,0.05,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,160,154.24426,0.6891891891891891,0.5375,0.13953488372093023,0.075,0.08,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,210,154.24426,0.6400000000000001,0.5357142857142857,0.13333333333333333,0.07142857142857142,0.1,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,260,145.10924500000002,0.6746926229508198,0.5307692307692308,0.11594202898550725,0.06153846153846154,0.12,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,310,145.10924500000002,0.6550608828006088,0.5290322580645161,0.10975609756097561,0.05806451612903226,0.15,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,360,145.10924500000002,0.5874125874125874,0.5305555555555556,0.11518324607329843,0.06111111111111111,0.17,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,410,145.10924500000002,0.6158858555218514,0.5280487804878049,0.10623556581986143,0.05609756097560976,0.19,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,460,145.10924500000002,0.5900389932647997,0.5282608695652173,0.10699588477366256,0.05652173913043478,0.22,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,510,145.10924500000002,0.5679260162018783,0.5284313725490196,0.10760667903525047,0.056862745098039215,0.24,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,560,101.911226,0.5876729559748427,0.5267857142857143,0.10169491525423728,0.05357142857142857,0.26,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,610,101.911226,0.5868836505190312,0.5262295081967213,0.09968847352024922,0.05245901639344262,0.29,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,660,56.525974,0.5511039886039886,0.5272727272727272,0.10344827586206896,0.05454545454545454,0.31,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,710,56.525974,0.5161325604287433,0.5288732394366197,0.10918774966711052,0.057746478873239436,0.33,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,760,56.525974,0.5365764690277225,0.5276315789473685,0.10473815461346632,0.05526315789473684,0.36,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,810,56.525974,0.5416567766437218,0.5271604938271605,0.10304449648711944,0.05432098765432099,0.38,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,860,38.99571577,0.5574914792092707,0.5261627906976745,0.09944751381215469,0.05232558139534884,0.4,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,910,38.99571577,0.5586154187520032,0.5258241758241758,0.09822361546499477,0.051648351648351645,0.43,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,960,38.99571577,0.5593315262438675,0.5255208333333333,0.09712586719524281,0.051041666666666666,0.45,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1010,20.1122547,0.57075,0.5247524752475248,0.09433962264150944,0.04950495049504951,0.47,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1060,20.1122547,0.5587303966573607,0.5068568128059849,0.09426987060998153,0.049579184773639914,0.5,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1110,20.1122547,0.569120019640853,0.49835491468144527,0.09418282548476455,0.04951190257312706,0.52,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1160,8.304723299999974,0.5572919151914237,0.474735969057055,0.09392265193370165,0.04951797156508442,0.54,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1210,8.304723299999974,0.5569291257418015,0.4602905160623471,0.09375000000000001,0.049453888773407034,0.57,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1260,8.304723299999974,0.5659513888888889,0.45335276967930027,0.09366391184573002,0.049271137026239066,0.59,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1310,7.484264599999999,0.5646776778329198,0.44027013697095957,0.09349220898258478,0.04916624967783575,0.62,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1360,7.484264599999999,0.5719731737464968,0.4339550105756588,0.09340659340659341,0.048945700729271305,0.64,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1410,7.484264599999999,0.5787924869985142,0.4278287701858859,0.09332113449222323,0.04871512054669892,0.66,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1460,7.484264599999999,0.584637441411635,0.4218835539635092,0.09323583180987204,0.04847668406516604,0.69,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1510,7.484264599999999,0.5810241929644915,0.41067636927827794,0.09306569343065693,0.048322844296079887,0.71,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1560,7.484264599999999,0.5691850431447747,0.39515679898332956,0.09281164695177434,0.048289441365243116,0.73,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1610,7.484264599999999,0.5512827280405406,0.3765187928453234,0.09247506799637352,0.048443779056023956,0.76,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1660,7.484264599999999,0.5505548910154173,0.3678377773792731,0.0923076923076923,0.04831940929284115,0.78,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1710,7.484264599999999,0.5359470858895705,0.3520108732716144,0.09197475202885483,0.048555274240021824,0.8,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1760,7.484264599999999,0.49333642641491676,0.32209364958591047,0.09123434704830054,0.0499919966527396,0.83,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1810,7.484264599999999,0.4911012552513033,0.3132812210021787,0.09099018733273861,0.0501268988429935,0.85,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1860,7.484264599999999,0.4788785516721146,0.3000335304438655,0.09058614564831262,0.05078991262047125,0.87,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1910,7.484264599999999,0.48804173987475785,0.29728908766199075,0.09050576752440107,0.05040015426132903,0.9,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,1960,7.484264599999999,0.5017892763979921,0.2969752186588921,0.09050576752440107,0.04977241625513179,0.92,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,2010,7.484264599999999,0.4611648142696505,0.2731541559328295,0.08963093145869948,0.052045600227923955,0.94,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,2060,4.97877572,0.43687924383389487,0.25714517194545605,0.08892763731473409,0.053945431107396774,0.97,2130,3384
olea europaea var. sylvestris,olea europaea var. sylvestris,2110,4.97877572,0.4318660725610779,0.24916002565301099,0.08854166666666666,0.05467360317973318,0.99,2130,3384
prunus persica,prunus persica,10,1281.4112613644604,0.5714285714285714,0.65,0.4615384615384615,0.3,0.0,2098,3345
prunus persica,prunus persica,60,391.364345,0.5295138888888888,0.6,0.33333333333333337,0.2,0.03,2098,3345
prunus persica,prunus persica,110,246.48179043300004,0.592662871600253,0.5772727272727273,0.26771653543307083,0.15454545454545454,0.05,2098,3345
prunus persica,prunus persica,160,212.476667,0.7085289514866979,0.55625,0.20224719101123595,0.1125,0.08,2098,3345
prunus persica,prunus persica,210,154.24426,0.7213157894736841,0.5476190476190477,0.17391304347826084,0.09523809523809523,0.1,2098,3345
prunus persica,prunus persica,260,154.24426,0.779375,0.5384615384615384,0.14285714285714288,0.07692307692307693,0.12,2098,3345
prunus persica,prunus persica,310,154.24426,0.724132707165581,0.5370967741935484,0.13813813813813813,0.07419354838709677,0.15,2098,3345
prunus persica,prunus persica,360,154.24426,0.6002020202020203,0.5416666666666666,0.15384615384615385,0.08333333333333333,0.17,2098,3345
prunus persica,prunus persica,410,154.24426,0.5656380952380953,0.5426829268292683,0.15730337078651685,0.08536585365853659,0.2,2098,3345
prunus persica,prunus persica,460,154.24426,0.5578597965771362,0.5423913043478261,0.156312625250501,0.08478260869565217,0.22,2098,3345
prunus persica,prunus persica,510,132.514,0.5493003336487227,0.542156862745098,0.15551537070524415,0.08431372549019608,0.24,2098,3345
prunus persica,prunus persica,560,132.514,0.53033447265625,0.5428571428571428,0.15789473684210528,0.08571428571428572,0.27,2098,3345
prunus persica,prunus persica,610,132.514,0.5598057404780094,0.5401639344262295,0.14871016691957514,0.08032786885245902,0.29,2098,3345
prunus persica,prunus persica,660,132.514,0.5731510995202679,0.5386363636363636,0.14345991561181437,0.07727272727272727,0.31,2098,3345
prunus persica,prunus persica,710,38.631188310000006,0.5423148222777464,0.5401408450704226,0.14863102998696218,0.08028169014084507,0.34,2098,3345
prunus persica,prunus persica,760,28.94000732,0.5552721294035156,0.5388157894736842,0.14407814407814407,0.07763157894736843,0.36,2098,3345
prunus persica,prunus persica,810,28.94000732,0.5662522707872792,0.5376543209876543,0.14006888633754308,0.07530864197530865,0.39,2098,3345
prunus persica,prunus persica,860,28.94000732,0.5556458635703919,0.5377906976744186,0.14054054054054055,0.0755813953488372,0.41,2098,3345
prunus persica,prunus persica,910,28.94000732,0.5732532672698549,0.5362637362637362,0.13524590163934427,0.07252747252747253,0.43,2098,3345
prunus persica,prunus persica,960,28.94000732,0.5885828416707058,0.5348958333333333,0.13047711781888996,0.06979166666666667,0.46,2098,3345
prunus persica,prunus persica,1010,28.94000732,0.6013254027725741,0.5336633663366337,0.1261595547309833,0.06732673267326733,0.48,2098,3345
prunus persica,prunus persica,1060,14.977753,0.586812584345479,0.5077723810116861,0.1256931608133087,0.06735994354152397,0.51,2098,3345
prunus persica,prunus persica,1110,14.977753,0.5900357403735782,0.4958255284987959,0.12546125461254615,0.06727321380786727,0.53,2098,3345
prunus persica,prunus persica,1160,14.977753,0.5925483103515246,0.48448006325133425,0.1252302025782689,0.06713625990548239,0.55,2098,3345
prunus persica,prunus persica,1210,14.977753,0.5947777928784996,0.47369303363902826,0.125,0.06695956308917606,0.58,2098,3345
prunus persica,prunus persica,1260,14.977753,0.6119191721983601,0.47352905620232355,0.125,0.06663160821576664,0.6,2098,3345
prunus persica,prunus persica,1310,14.977753,0.6042401229545249,0.4583782848174554,0.12465627864344637,0.06644487179846059,0.62,2098,3345
prunus persica,prunus persica,1360,14.977753,0.5973932676518884,0.4443076240397149,0.12431444241316271,0.06626729899880746,0.65,2098,3345
prunus persica,prunus persica,1410,14.977753,0.6125745169862816,0.4440990299637867,0.12431444241316271,0.06585011084695096,0.67,2098,3345
prunus persica,prunus persica,1460,7.3599853,0.5909284619608421,0.42287761906866383,0.1237488626023658,0.06582421132678144,0.7,2098,3345
prunus persica,prunus persica,1510,7.3599853,0.5986032863849766,0.418725912326332,0.12363636363636364,0.06543862333253193,0.72,2098,3345
prunus persica,prunus persica,1560,7.3599853,0.5858284229775623,0.4036988273295415,0.12318840579710146,0.06537111157924302,0.74,2098,3345
prunus persica,prunus persica,1610,7.3599853,0.5744148850016197,0.38991891203317314,0.12274368231046934,0.06535004875820324,0.77,2098,3345
prunus persica,prunus persica,1660,7.3599853,0.5645718492788644,0.37723766352538873,0.12230215827338131,0.06536641615968826,0.79,2098,3345
prunus persica,prunus persica,1710,7.3599853,0.5452645998057983,0.36017408758419706,0.12164579606440072,0.06578271862273946,0.82,2098,3345
prunus persica,prunus persica,1760,7.3599853,0.5386588722260749,0.34973479490806225,0.12121212121212123,0.06587694483734088,0.84,2098,3345
prunus persica,prunus persica,1810,7.3599853,0.5325820339535073,0.34002648312078304,0.12078152753108348,0.0659867320319382,0.86,2098,3345
prunus persica,prunus persica,1860,7.3599853,0.5412100171136316,0.33743369994567696,0.12067435669920144,0.06547415287434451,0.89,2098,3345
prunus persica,prunus persica,1910,6.26,0.5394995344506518,0.3306092651149932,0.12035398230088495,0.0653769460715705,0.91,2098,3345
prunus persica,prunus persica,1960,6.26,0.5119179166719587,0.31279048229929785,0.11940298507462686,0.06661250961356222,0.93,2098,3345
prunus persica,prunus persica,2010,4.97877572,0.4786057701429444,0.2929573220897828,0.11815812337098176,0.0687880379019166,0.96,2098,3345
prunus persica,prunus persica,2060,4.97877572,0.44235987664296483,0.2729713075863225,0.11663807890222984,0.0720659967415711,0.98,2098,3345
solanum lycopersicum,solanum lycopersicum,10,1355.2713774244614,0.5833333333333334,0.7,0.5714285714285715,0.4,0.0,2268,3578
