,plant,df_fraction,best_threshold,roc_auc,pr_auc,f1,average_precision,norm_fraction,total_scored,total_plant
solanum lycopersicum,solanum lycopersicum,60,391.364345,0.6448863636363636,0.6333333333333333,0.4210526315789474,0.26666666666666666,0.03,2268,3578
solanum lycopersicum,solanum lycopersicum,110,314.82494570392,0.608,0.6136363636363636,0.37037037037037035,0.22727272727272727,0.05,2268,3578
solanum lycopersicum,solanum lycopersicum,160,194.6347554,0.709551656920078,0.584375,0.2887700534759359,0.16875,0.07,2268,3578
solanum lycopersicum,solanum lycopersicum,210,154.24426,0.7623626373626373,0.5666666666666667,0.23529411764705882,0.13333333333333333,0.09,2268,3578
solanum lycopersicum,solanum lycopersicum,260,154.24426,0.7477109452035497,0.5596153846153846,0.21305841924398627,0.11923076923076924,0.11,2268,3578
solanum lycopersicum,solanum lycopersicum,310,154.24426,0.710961038961039,0.5564516129032258,0.2028985507246377,0.11290322580645161,0.14,2268,3578
solanum lycopersicum,solanum lycopersicum,360,154.24426,0.6994115724092841,0.5527777777777778,0.19095477386934673,0.10555555555555556,0.16,2268,3578
solanum lycopersicum,solanum lycopersicum,410,154.24426,0.6149068322981366,0.5560975609756098,0.20175438596491227,0.11219512195121951,0.18,2268,3578
solanum lycopersicum,solanum lycopersicum,460,154.24426,0.5996692075363153,0.5554347826086956,0.1996086105675147,0.1108695652173913,0.2,2268,3578
solanum lycopersicum,solanum lycopersicum,510,154.24426,0.5871814033983638,0.5549019607843138,0.1978798586572438,0.10980392156862745,0.22,2268,3578
solanum lycopersicum,solanum lycopersicum,560,132.514,0.5870166666666666,0.5535714285714286,0.19354838709677416,0.10714285714285714,0.25,2268,3578
solanum lycopersicum,solanum lycopersicum,610,132.514,0.5857514880952381,0.5524590163934426,0.18991097922848665,0.10491803278688525,0.27,2268,3578
solanum lycopersicum,solanum lycopersicum,660,132.514,0.6013034384246506,0.55,0.18181818181818182,0.1,0.29,2268,3578
solanum lycopersicum,solanum lycopersicum,710,132.514,0.5620325514193439,0.5521126760563381,0.18877551020408162,0.10422535211267606,0.31,2268,3578
solanum lycopersicum,solanum lycopersicum,760,132.514,0.5555772412126618,0.5519736842105263,0.18831942789034567,0.10394736842105264,0.34,2268,3578
solanum lycopersicum,solanum lycopersicum,810,30.5790063,0.5426125760649088,0.5524691358024691,0.18994413407821228,0.10493827160493827,0.36,2268,3578
solanum lycopersicum,solanum lycopersicum,860,30.5790063,0.5518944300518135,0.5511627906976744,0.18565400843881857,0.10232558139534884,0.38,2268,3578
solanum lycopersicum,solanum lycopersicum,910,30.5790063,0.5724794372442485,0.548901098901099,0.17817817817817816,0.0978021978021978,0.4,2268,3578
solanum lycopersicum,solanum lycopersicum,960,30.5790063,0.5708908484329849,0.5484375,0.17663817663817663,0.096875,0.42,2268,3578
solanum lycopersicum,solanum lycopersicum,1010,30.5790063,0.5875975564433709,0.5465346534653466,0.17028985507246375,0.09306930693069307,0.45,2268,3578
solanum lycopersicum,solanum lycopersicum,1060,30.5790063,0.5961110390733058,0.5452830188679245,0.16608996539792387,0.09056603773584905,0.47,2268,3578
solanum lycopersicum,solanum lycopersicum,1110,30.5790063,0.5675131900902278,0.5468468468468468,0.171334431630972,0.0936936936936937,0.49,2268,3578
solanum lycopersicum,solanum lycopersicum,1160,20.639893,0.5708700552937314,0.5337444744153441,0.1696574225122349,0.09292053410793037,0.51,2268,3578
solanum lycopersicum,solanum lycopersicum,1210,20.639893,0.5791148997158546,0.525600398441819,0.1693811074918567,0.09280904802530286,0.53,2268,3578
solanum lycopersicum,solanum lycopersicum,1260,14.977753,0.5917509881422924,0.5215782876640785,0.16924328722538648,0.09263256850388217,0.56,2268,3578
solanum lycopersicum,solanum lycopersicum,1310,14.977753,0.5976814035296923,0.5138092119560715,0.16896831844029245,0.09240841497559259,0.58,2268,3578
solanum lycopersicum,solanum lycopersicum,1360,14.977753,0.587065343702512,0.49569391876500374,0.16828478964401292,0.09217226807315121,0.6,2268,3578
solanum lycopersicum,solanum lycopersicum,1410,7.3599853,0.597762633153172,0.4921125676646405,0.1681487469684721,0.0918424086211125,0.62,2268,3578
solanum lycopersicum,solanum lycopersicum,1460,7.3599853,0.5970318296002322,0.4820440464797751,0.16774193548387095,0.09152625720005418,0.64,2268,3578
solanum lycopersicum,solanum lycopersicum,1510,7.3599853,0.5914657039711192,0.46942370493995933,0.16720257234726688,0.09123346886115205,0.67,2268,3578
solanum lycopersicum,solanum lycopersicum,1560,7.3599853,0.6057003484320558,0.4692008317866226,0.16720257234726688,0.09078772255447859,0.69,2268,3578
solanum lycopersicum,solanum lycopersicum,1610,7.3599853,0.5808919726533667,0.44645371734500017,0.16613418530351437,0.0906874074100042,0.71,2268,3578
solanum lycopersicum,solanum lycopersicum,1660,7.3599853,0.5901341914281801,0.443565908626704,0.16600159616919394,0.09020492357168258,0.73,2268,3578
solanum lycopersicum,solanum lycopersicum,1710,5.765316,0.5558620689655173,0.4170790563045931,0.16455696202531644,0.09063711171553115,0.75,2268,3578
solanum lycopersicum,solanum lycopersicum,1760,5.765316,0.545960429537494,0.40419319621027844,0.16377952755905512,0.09071628725333694,0.78,2268,3578
solanum lycopersicum,solanum lycopersicum,1810,5.765316,0.5300446841822566,0.388707457878832,0.162754303599374,0.09117776556179055,0.8,2268,3578
solanum lycopersicum,solanum lycopersicum,1860,5.765316,0.5196636605453692,0.3763897412707129,0.16186770428015562,0.09156088159608945,0.82,2268,3578
solanum lycopersicum,solanum lycopersicum,1910,5.765316,0.5075033767678373,0.36364524459834,0.16086620262954368,0.09219963426668308,0.84,2268,3578
solanum lycopersicum,solanum lycopersicum,1960,5.765316,0.496793841703853,0.3520823074538126,0.15987701767870868,0.09290456128832231,0.86,2268,3578
solanum lycopersicum,solanum lycopersicum,2010,5.765316,0.4959739044473322,0.34519169503516806,0.15926493108728942,0.09298215806888341,0.89,2268,3578
solanum lycopersicum,solanum lycopersicum,2060,4.97877572,0.4923750662585234,0.33750205611689776,0.15853658536585363,0.09328560894394104,0.91,2268,3578
solanum lycopersicum,solanum lycopersicum,2110,4.97877572,0.47353690544779464,0.3240622484303188,0.15709969788519637,0.09501741082999182,0.93,2268,3578
solanum lycopersicum,solanum lycopersicum,2160,4.97877572,0.45315576633990384,0.310533355300653,0.1554559043348281,0.09737669056547825,0.95,2268,3578
solanum lycopersicum,solanum lycopersicum,2210,4.97877572,0.4378660960217565,0.2995672696084357,0.153960029607698,0.09958136674144702,0.97,2268,3578
solanum lycopersicum,solanum lycopersicum,2260,4.97877572,0.42103855304890675,0.28863354648692,0.1522693997071742,0.10240702054074663,1.0,2268,3578
solanum tuberosum,solanum tuberosum,10,1229.1784949644614,0.5714285714285714,0.65,0.4615384615384615,0.3,0.0,2268,3588
solanum tuberosum,solanum tuberosum,60,413.4145019,0.6076388888888888,0.6,0.33333333333333337,0.2,0.03,2268,3588
solanum tuberosum,solanum tuberosum,110,257.6249158,0.589975845410628,0.5818181818181818,0.28125,0.16363636363636364,0.05,2268,3588
solanum tuberosum,solanum tuberosum,160,205.174908,0.7343505477308294,0.55625,0.20224719101123595,0.1125,0.07,2268,3588
solanum tuberosum,solanum tuberosum,210,154.24426,0.7657756957839625,0.5452380952380952,0.16593886462882096,0.09047619047619047,0.09,2268,3588
solanum tuberosum,solanum tuberosum,260,145.10924500000002,0.7499501892807332,0.5403846153846154,0.14946619217081852,0.08076923076923077,0.11,2268,3588
solanum tuberosum,solanum tuberosum,310,145.10924500000002,0.7292834419027421,0.5370967741935484,0.13813813813813813,0.07419354838709677,0.14,2268,3588
solanum tuberosum,solanum tuberosum,360,145.10924500000002,0.6840165822201749,0.5361111111111111,0.13471502590673573,0.07222222222222222,0.16,2268,3588
solanum tuberosum,solanum tuberosum,410,145.10924500000002,0.6143501574602094,0.5378048780487805,0.1405895691609977,0.07560975609756097,0.18,2268,3588
solanum tuberosum,solanum tuberosum,460,145.10924500000002,0.5729494234800838,0.5391304347826087,0.14516129032258066,0.0782608695652174,0.2,2268,3588
solanum tuberosum,solanum tuberosum,510,145.10924500000002,0.6009085195131707,0.5362745098039216,0.13528336380255943,0.07254901960784314,0.22,2268,3588
solanum tuberosum,solanum tuberosum,560,145.10924500000002,0.5926682692307692,0.5357142857142857,0.13333333333333333,0.07142857142857142,0.25,2268,3588
solanum tuberosum,solanum tuberosum,610,145.10924500000002,0.5591543756145526,0.5368852459016393,0.13740458015267176,0.07377049180327869,0.27,2268,3588
solanum tuberosum,solanum tuberosum,660,145.10924500000002,0.5818403908794789,0.5348484848484849,0.13031161473087818,0.0696969696969697,0.29,2268,3588
solanum tuberosum,solanum tuberosum,710,145.10924500000002,0.6005744359937101,0.5330985915492957,0.12417437252311757,0.06619718309859154,0.31,2268,3588
solanum tuberosum,solanum tuberosum,760,145.10924500000002,0.567511408083442,0.5342105263157895,0.12807881773399016,0.06842105263157895,0.34,2268,3588
solanum tuberosum,solanum tuberosum,810,30.5790063,0.5733759553203999,0.5333333333333333,0.125,0.06666666666666667,0.36,2268,3588
solanum tuberosum,solanum tuberosum,860,30.5790063,0.5890344438170525,0.5319767441860466,0.12021857923497267,0.06395348837209303,0.38,2268,3588
solanum tuberosum,solanum tuberosum,910,30.5790063,0.6020512713282034,0.5307692307692308,0.11594202898550725,0.06153846153846154,0.4,2268,3588
solanum tuberosum,solanum tuberosum,960,30.5790063,0.6026454621912991,0.5302083333333333,0.11394891944990178,0.06041666666666667,0.42,2268,3588
solanum tuberosum,solanum tuberosum,1010,30.5790063,0.61264681245433,0.5292079207920792,0.11038353601496725,0.05841584158415842,0.45,2268,3588
solanum tuberosum,solanum tuberosum,1060,30.5790063,0.6116772510215133,0.5287735849056604,0.10883140053523639,0.057547169811320756,0.47,2268,3588
solanum tuberosum,solanum tuberosum,1110,30.5790063,0.6199519822703767,0.527927927927928,0.10580204778156996,0.055855855855855854,0.49,2268,3588
solanum tuberosum,solanum tuberosum,1160,30.5790063,0.6075869336143309,0.5059442662389736,0.10481825866441252,0.05548286301324362,0.51,2268,3588
solanum tuberosum,solanum tuberosum,1210,30.5790063,0.6247161572052401,0.5058908322121853,0.10481825866441252,0.0553759949596671,0.53,2268,3588
solanum tuberosum,solanum tuberosum,1260,14.977753,0.6310149231003503,0.49901235715189207,0.10472972972972974,0.05526979480467853,0.56,2268,3588
solanum tuberosum,solanum tuberosum,1310,14.977753,0.6363936552154753,0.49232304997836474,0.10464135021097047,0.05513444534962191,0.58,2268,3588
solanum tuberosum,solanum tuberosum,1360,14.977753,0.6410205336004371,0.4858163211617384,0.10455311973018551,0.05497474481742608,0.6,2268,3588
solanum tuberosum,solanum tuberosum,1410,14.977753,0.6449167288093463,0.4794857176900075,0.10446503791069925,0.05479472230542515,0.62,2268,3588
solanum tuberosum,solanum tuberosum,1460,14.977753,0.6300382244636566,0.46170829895742294,0.10420168067226891,0.05460324072939556,0.64,2268,3588
solanum tuberosum,solanum tuberosum,1510,14.977753,0.6339072077482578,0.4560280042201563,0.10411418975650714,0.0543845305076051,0.67,2268,3588
solanum tuberosum,solanum tuberosum,1560,14.977753,0.6375859372158161,0.4504931586326935,0.1040268456375839,0.05415558671372625,0.69,2268,3588
solanum tuberosum,solanum tuberosum,1610,14.977753,0.615907645444199,0.43013292740289705,0.10367892976588629,0.05401843496266768,0.71,2268,3588
solanum tuberosum,solanum tuberosum,1660,14.977753,0.6202171354454399,0.42525363108647085,0.10359231411862992,0.05376352901472515,0.73,2268,3588
solanum tuberosum,solanum tuberosum,1710,14.977753,0.5941288877174485,0.4032084534532515,0.10316139767054909,0.05379743335679689,0.75,2268,3588
solanum tuberosum,solanum tuberosum,1760,14.977753,0.5852209878324437,0.39115219767535325,0.1029045643153527,0.05372503565667159,0.78,2268,3588
solanum tuberosum,solanum tuberosum,1810,7.3599853,0.5578810252941803,0.36962495511255633,0.10239471511147813,0.05409785298003209,0.8,2268,3588
solanum tuberosum,solanum tuberosum,1860,7.3599853,0.5464326856167148,0.35672431688413775,0.10205761316872428,0.05426341716277602,0.82,2268,3588
solanum tuberosum,solanum tuberosum,1910,7.3599853,0.5260878675700217,0.3394319439472222,0.10155610155610155,0.05484735351439689,0.84,2268,3588
solanum tuberosum,solanum tuberosum,1960,7.3599853,0.5131939444844411,0.3264998167822088,0.10114192495921696,0.05530533819570364,0.86,2268,3588
solanum tuberosum,solanum tuberosum,2010,6.26,0.5113407246108668,0.31919641987326813,0.10089503661513426,0.05535362880034869,0.89,2268,3588
solanum tuberosum,solanum tuberosum,2060,6.26,0.5051257404716665,0.310157380928828,0.10056772100567721,0.0556262653188056,0.91,2268,3588
solanum tuberosum,solanum tuberosum,2110,6.26,0.49088582243662454,0.29790747562908715,0.10008071025020178,0.056377644379007066,0.93,2268,3588
solanum tuberosum,solanum tuberosum,2160,6.26,0.4671428571428572,0.2819303650699,0.09935897435897437,0.05792980953982742,0.95,2268,3588
solanum tuberosum,solanum tuberosum,2210,6.26,0.44381297446514834,0.2668037161197216,0.0985691573926868,0.05985327941552292,0.97,2268,3588
solanum tuberosum,solanum tuberosum,2260,6.26,0.4277593557555661,0.25502956475340804,0.0978689818468824,0.061571297688252175,1.0,2268,3588
spinacia oleracea,spinacia oleracea,10,1160.895169164461,0.5833333333333334,0.7,0.5714285714285715,0.4,0.0,2057,3288
spinacia oleracea,spinacia oleracea,60,391.364345,0.5980113636363636,0.6333333333333333,0.4210526315789474,0.26666666666666666,0.03,2057,3288
spinacia oleracea,spinacia oleracea,110,244.760817,0.6559657570893526,0.5954545454545455,0.3206106870229008,0.19090909090909092,0.05,2057,3288
spinacia oleracea,spinacia oleracea,160,244.760817,0.7588932806324111,0.56875,0.2417582417582418,0.1375,0.08,2057,3288
spinacia oleracea,spinacia oleracea,210,154.24426,0.7442162162162163,0.5595238095238095,0.21276595744680848,0.11904761904761904,0.1,2057,3288
spinacia oleracea,spinacia oleracea,260,154.24426,0.767094017094017,0.55,0.18181818181818182,0.1,0.13,2057,3288
spinacia oleracea,spinacia oleracea,310,154.24426,0.7276966498956927,0.5467741935483871,0.1710914454277286,0.0935483870967742,0.15,2057,3288
spinacia oleracea,spinacia oleracea,360,154.24426,0.642989010989011,0.5486111111111112,0.17721518987341772,0.09722222222222222,0.18,2057,3288
spinacia oleracea,spinacia oleracea,410,154.24426,0.5924053142970455,0.55,0.18181818181818182,0.1,0.2,2057,3288
spinacia oleracea,spinacia oleracea,460,154.24426,0.6114829066978976,0.5467391304347826,0.1709741550695825,0.09347826086956522,0.22,2057,3288
spinacia oleracea,spinacia oleracea,510,132.514,0.5986167915077432,0.5460784313725491,0.16876122082585276,0.09215686274509804,0.25,2057,3288
spinacia oleracea,spinacia oleracea,560,132.514,0.5879463769790824,0.5455357142857142,0.16693944353518822,0.09107142857142857,0.27,2057,3288
spinacia oleracea,spinacia oleracea,610,132.514,0.6016564479523052,0.5434426229508197,0.15987933634992457,0.08688524590163935,0.3,2057,3288
spinacia oleracea,spinacia oleracea,660,132.514,0.5795480581968152,0.543939393939394,0.1615598885793872,0.08787878787878788,0.32,2057,3288
spinacia oleracea,spinacia oleracea,710,132.514,0.5639827285886019,0.5443661971830986,0.1630012936610608,0.08873239436619719,0.35,2057,3288
spinacia oleracea,spinacia oleracea,760,30.5790063,0.5681927342590167,0.5434210526315789,0.15980629539951577,0.0868421052631579,0.37,2057,3288
spinacia oleracea,spinacia oleracea,810,30.5790063,0.5886683674494285,0.5413580246913581,0.15279361459521093,0.08271604938271605,0.39,2057,3288
spinacia oleracea,spinacia oleracea,860,30.5790063,0.57981220657277,0.5412790697674419,0.15252416756176154,0.08255813953488372,0.42,2057,3288
spinacia oleracea,spinacia oleracea,910,30.5790063,0.588468273841672,0.5401098901098901,0.14852492370295017,0.08021978021978023,0.44,2057,3288
spinacia oleracea,spinacia oleracea,960,30.5790063,0.6034409126959916,0.5385416666666667,0.14313346228239845,0.07708333333333334,0.47,2057,3288
spinacia oleracea,spinacia oleracea,1010,30.5790063,0.5926185759876746,0.5386138613861386,0.14338235294117646,0.07722772277227723,0.49,2057,3288
spinacia oleracea,spinacia oleracea,1060,30.5790063,0.5759270449248375,0.5108518700244656,0.14272644098810613,0.07729243144819142,0.52,2057,3288
spinacia oleracea,spinacia oleracea,1110,30.5790063,0.5822266857962697,0.5005905439510565,0.14246575342465756,0.07717409896792542,0.54,2057,3288
spinacia oleracea,spinacia oleracea,1160,14.977753,0.5737313652052581,0.4815574878874947,0.14194722474977253,0.07716548194920228,0.56,2057,3288
spinacia oleracea,spinacia oleracea,1210,14.977753,0.5726890021000234,0.46831202883134165,0.14156079854809436,0.07704592593646716,0.59,2057,3288
spinacia oleracea,spinacia oleracea,1260,14.977753,0.5844919884641254,0.46392108104819707,0.1414324569356301,0.0766764003589299,0.61,2057,3288
spinacia oleracea,spinacia oleracea,1310,7.3599853,0.58851635260992,0.45562872679393296,0.1411764705882353,0.07638512424966884,0.64,2057,3288
spinacia oleracea,spinacia oleracea,1360,7.3599853,0.5921549901641485,0.44766101117388885,0.14092140921409216,0.07607123128929023,0.66,2057,3288
spinacia oleracea,spinacia oleracea,1410,7.3599853,0.6012436224489797,0.4436652436411683,0.1407942238267148,0.07565136018595346,0.69,2057,3288
spinacia oleracea,spinacia oleracea,1460,7.3599853,0.5855721143871047,0.4258162819207842,0.14016172506738545,0.07560641753761757,0.71,2057,3288
spinacia oleracea,spinacia oleracea,1510,7.3599853,0.5883341806473479,0.4189828301657035,0.1399103139013453,0.07524996018996413,0.73,2057,3288
spinacia oleracea,spinacia oleracea,1560,7.3599853,0.5639367107340174,0.3977255829978602,0.13903743315508021,0.07557846443985058,0.76,2057,3288
spinacia oleracea,spinacia oleracea,1610,7.3599853,0.5680821371610845,0.3918992487676359,0.13879003558718864,0.07520026929139464,0.78,2057,3288
spinacia oleracea,spinacia oleracea,1660,7.3599853,0.5474602484171862,0.37387971820183113,0.13793103448275862,0.07568677459202656,0.81,2057,3288
spinacia oleracea,spinacia oleracea,1710,7.3599853,0.5174112516860125,0.35182086107365257,0.13672217353198948,0.0769770709493609,0.83,2057,3288
spinacia oleracea,spinacia oleracea,1760,7.3599853,0.5156421652421652,0.3436959320932093,0.13624454148471615,0.07700682568256825,0.86,2057,3288
spinacia oleracea,spinacia oleracea,1810,7.3599853,0.5181029401567159,0.3377971426736716,0.13588850174216027,0.07679962327244014,0.88,2057,3288
spinacia oleracea,spinacia oleracea,1860,7.3599853,0.5204081211656126,0.3321450899379575,0.13553431798436144,0.07659268672234416,0.9,2057,3288
spinacia oleracea,spinacia oleracea,1910,7.3599853,0.5075620455870172,0.32045198222949506,0.13471502590673576,0.07735031179642657,0.93,2057,3288
spinacia oleracea,spinacia oleracea,1960,6.26,0.4643031991221406,0.2971713753007954,0.1327659574468085,0.08089540586711733,0.95,2057,3288
spinacia oleracea,spinacia oleracea,2010,6.26,0.43292080628547436,0.2797053651930708,0.13098236775818642,0.08452423621186231,0.98,2057,3288
zea mays,zea mays,10,2471.595954200001,0.5833333333333334,0.7,0.5714285714285715,0.4,0.0,2279,3534
zea mays,zea mays,60,412.2883114,0.5875613747954173,0.6083333333333334,0.3561643835616438,0.21666666666666667,0.03,2279,3534
zea mays,zea mays,110,412.2883114,0.736140350877193,0.5681818181818181,0.24000000000000002,0.13636363636363635,0.05,2279,3534
zea mays,zea mays,160,276.8342496,0.6667857142857143,0.5625,0.2222222222222222,0.125,0.07,2279,3534
zea mays,zea mays,210,225.06,0.7026112185686654,0.5523809523809524,0.1896551724137931,0.10476190476190476,0.09,2279,3534
zea mays,zea mays,260,225.06,0.7358282883874518,0.5442307692307692,0.16254416961130744,0.08846153846153847,0.11,2279,3534
zea mays,zea mays,310,154.24426,0.693661971830986,0.5419354838709678,0.15476190476190477,0.08387096774193549,0.14,2279,3534
zea mays,zea mays,360,154.24426,0.6710073966038129,0.5402777777777777,0.14910025706940877,0.08055555555555556,0.16,2279,3534
zea mays,zea mays,410,154.24426,0.6006095238095238,0.5426829268292683,0.15730337078651685,0.08536585365853659,0.18,2279,3534
zea mays,zea mays,460,154.24426,0.5449419002050582,0.5456521739130434,0.16733067729083667,0.09130434782608696,0.2,2279,3534
zea mays,zea mays,510,154.24426,0.5443215892053973,0.5450980392156862,0.1654676258992806,0.09019607843137255,0.22,2279,3534
zea mays,zea mays,560,154.24426,0.5413725490196077,0.5446428571428571,0.1639344262295082,0.08928571428571429,0.25,2279,3534
zea mays,zea mays,610,119.30268831,0.5279934479934479,0.5450819672131147,0.16541353383458648,0.09016393442622951,0.27,2279,3534
zea mays,zea mays,660,119.30268831,0.5384637415511514,0.543939393939394,0.1615598885793872,0.08787878787878788,0.29,2279,3534
zea mays,zea mays,710,119.30268831,0.5545128205128205,0.5422535211267605,0.15584415584415587,0.08450704225352113,0.31,2279,3534
zea mays,zea mays,760,30.5790063,0.5765144585942447,0.5401315789473684,0.14859926918392205,0.08026315789473684,0.33,2279,3534
zea mays,zea mays,810,30.5790063,0.5770777479892761,0.5395061728395062,0.14645308924485126,0.07901234567901234,0.36,2279,3534
zea mays,zea mays,860,30.5790063,0.585260667124647,0.5383720930232558,0.14254859611231102,0.07674418604651163,0.38,2279,3534
zea mays,zea mays,910,30.5790063,0.591833170322761,0.5373626373626373,0.1390593047034765,0.07472527472527472,0.4,2279,3534
zea mays,zea mays,960,28.4913592,0.5965489566613162,0.5364583333333334,0.13592233009708737,0.07291666666666667,0.42,2279,3534
zea mays,zea mays,1010,28.4913592,0.5848637098637098,0.5366336633663367,0.13653136531365312,0.07326732673267326,0.44,2279,3534
zea mays,zea mays,1060,28.4913592,0.5900861146769363,0.5358490566037736,0.13380281690140844,0.07169811320754717,0.47,2279,3534
zea mays,zea mays,1110,28.4913592,0.5937934804213874,0.5351351351351351,0.13131313131313133,0.07027027027027027,0.49,2279,3534
zea mays,zea mays,1160,14.977753,0.596875,0.5228143657853053,0.12871287128712872,0.06890611672962106,0.51,2279,3534
zea mays,zea mays,1210,14.977753,0.59955565646082,0.5117149454793325,0.128500823723229,0.0688491790738075,0.53,2279,3534
zea mays,zea mays,1260,14.977753,0.6017472465176547,0.5011189634864547,0.12828947368421054,0.0687447417129396,0.55,2279,3534
zea mays,zea mays,1310,14.977753,0.6105834333733493,0.49594758195674354,0.12818405916187348,0.06857360914316905,0.57,2279,3534
zea mays,zea mays,1360,14.977753,0.6185243328100472,0.49088184538339946,0.12807881773399013,0.06837721693986165,0.6,2279,3534
zea mays,zea mays,1410,14.977753,0.6255636354158521,0.48591964825045564,0.1279737489745693,0.06815951095198962,0.62,2279,3534
zea mays,zea mays,1460,14.977753,0.6316922873045322,0.4810587725358528,0.12786885245901639,0.06792384124902641,0.64,2279,3534
zea mays,zea mays,1510,14.977753,0.6303599374021909,0.4717591400868962,0.1276595744680851,0.06766433435518218,0.66,2279,3534
zea mays,zea mays,1560,14.977753,0.6429327286470143,0.4716317839992752,0.1276595744680851,0.0674096221799402,0.68,2279,3534
zea mays,zea mays,1610,14.977753,0.6334729694289096,0.4584655206226331,0.1273469387755102,0.06710771969049589,0.71,2279,3534
zea mays,zea mays,1660,14.977753,0.6317807297797209,0.45009909453697255,0.1271393643031785,0.06681526179107354,0.73,2279,3534
zea mays,zea mays,1710,14.977753,0.5927797681260988,0.42040301503928496,0.12631578947368421,0.06680006074857574,0.75,2279,3534
zea mays,zea mays,1760,13.789489595,0.576655120616985,0.40408613520362635,0.12580645161290321,0.06680988328514831,0.77,2279,3534
zea mays,zea mays,1810,13.789489595,0.5675032601379775,0.39205884772744387,0.12540192926045016,0.06677165810001645,0.79,2279,3534
zea mays,zea mays,1860,13.789489595,0.5448018380241241,0.37320489463310685,0.12470023980815348,0.06720736624753629,0.82,2279,3534
zea mays,zea mays,1910,13.789489595,0.529913725490196,0.35875596174125396,0.12410501193317422,0.06760379627402735,0.84,2279,3534
zea mays,zea mays,1960,13.789489595,0.5211055065153426,0.34771760294223697,0.12361331220285261,0.06787336842864354,0.86,2279,3534
zea mays,zea mays,2010,13.789489595,0.5214688292387869,0.3413669715663559,0.12332015810276681,0.06777339689078188,0.88,2279,3534
zea mays,zea mays,2060,13.789489595,0.5217530879295585,0.3352946726050536,0.12302839116719241,0.06767415086381734,0.9,2279,3534
zea mays,zea mays,2110,13.789489595,0.506607271731827,0.32258241314895647,0.12235294117647058,0.06839001100719655,0.93,2279,3534
zea mays,zea mays,2160,13.789489595,0.46717839122902416,0.2998062583762812,0.12093023255813955,0.07105322883378973,0.95,2279,3534
zea mays,zea mays,2210,13.789489595,0.4439504036908881,0.2846785411636794,0.119815668202765,0.07324400812241179,0.97,2279,3534
zea mays,zea mays,2260,7.43,0.42992788461538467,0.2736853351678706,0.11890243902439024,0.0749914006066481,0.99,2279,3534
